"Código (AMOSTRAGEM BIOLÓGICA - TELEÓSTEOS)";"Código (Amostragem Biológica - Organismo à Organismo)";"Amostragem Biológica - Organismo à Organismo > ID - Amostra";"Amostragem Biológica - Organismo à Organismo > ID - Indivíduo";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Código)";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Rótulo)";"Amostragem Biológica - Organismo à Organismo > Sexo";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Macho";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Fêmea";"Amostragem Biológica - Organismo à Organismo > Comprimento total - CT (cm)";"Amostragem Biológica - Organismo à Organismo > Comprimento padrão - CP (cm)";"Amostragem Biológica - Organismo à Organismo > Peso total - PT (g)";"Amostragem Biológica - Organismo à Organismo > Peso eviscerado - PEvis (g)";"Amostragem Biológica - Organismo à Organismo > Peso do fígado - PFig (g)";"Amostragem Biológica - Organismo à Organismo > Peso do estômago - PEst (g)";"Amostragem Biológica - Organismo à Organismo > Peso da gônoda - PGon (g)";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento das gônadas para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento do estômago para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de músculo para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de otólitos para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Selecione qual dos otólitos foi reservado para amostragem posterior"
"1.1224852";"1.1224852.8";"77";"625";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"40,9";"32,00";"650,00";"590,00";"12,456";"4,8";"12,908";"Sim";"";"";"";""
"1.1224852";"1.1224852.9";"77";"626";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"40,00";"31,9";"695,00";"595,00";"13,299";"5,951";"45,207";"Sim";"";"";"";""
"1.1224852";"1.1224852.10";"77";"662";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"41,3";"32,00";"675,00";"600,00";"9,799";"4,583";"42,083";"Sim";"";"";"";""
"1.1224852";"1.1224852.11";"77";"663";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"44,3";"35,4";"865,00";"770,00";"9,693";"5,95";"52,003";"Sim";"";"";"";""
"1.1224852";"1.1224852.12";"77";"664";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"43,4";"33,2";"775,00";"720,00";"6,202";"4,951";"24,953";"";"";"";"";""
"1.1224852";"1.1224852.13";"77";"665";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"41,6";"32,5";"705,00";"585,00";"5,803";"5,192";"25,178";"";"";"";"";""
"1.1224852";"1.1224852.14";"77";"666";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"45,00";"35,00";"865,00";"795,00";"8,545";"5,98";"44,711";"";"";"";"";""
"1.1224799";"1.1224799.0";"76";"610";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"32,6";"25,8";"391,86";"347,75";"9,59";"8,185";"1,437";"";"";"";"";""
"1.1224799";"1.1224799.1";"76";"611";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"28,5";"22,5";"197,52";"180,2";"2,471";"4,894";"0,044";"";"";"";"";""
"1.1224799";"1.1224799.2";"76";"612";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,6";"25,8";"309,73";"276,08";"5,068";"6,651";"0,204";"";"";"";"";""
"1.1224799";"1.1224799.3";"76";"613";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,00";"24,00";"226,9";"206,31";"2,873";"3,47";"0,01";"";"";"";"";""
"1.1224799";"1.1224799.4";"76";"614";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,4";"27,5";"405,9";"368,76";"7,054";"5,199";"6,816";"";"";"";"";""
"1.1224799";"1.1224799.5";"76";"615";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,6";"27,9";"403,83";"369,08";"6,688";"4,88";"10,492";"";"";"";"";""
"1.1224799";"1.1224799.6";"76";"616";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,6";"25,2";"332,88";"246,3";"7,004";"5,084";"0,202";"";"";"";"";""
"1.1224393";"1.1224393.0";"75";"600";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"45,6";"35,2";"850,00";"815,00";"12,39";"7,73";"35,69";"";"";"";"";""
"1.1224393";"1.1224393.1";"75";"601";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"44,4";"33,7";"825,00";"725,00";"9,64";"8,1";"59,74";"";"";"";"";""
"1.1224393";"1.1224393.2";"75";"602";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"42,3";"33,4";"800,00";"715,00";"14,976";"8,043";"30,575";"";"";"";"";""
"1.1224393";"1.1224393.3";"75";"603";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"44,7";"34,1";"660,00";"615,00";"8,033";"5,447";"12,24";"";"";"";"";""
"1.1224393";"1.1224393.4";"75";"604";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"44,1";"33,9";"695,00";"665,00";"12,181";"6,682";"11,031";"";"";"";"";""
"1.1224393";"1.1224393.5";"75";"605";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"47,5";"36,7";"865,00";"795,00";"20,485";"5,431";"17,895";"Sim";"";"";"";""
"1.1224393";"1.1224393.6";"75";"606";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"42,3";"33,4";"775,00";"715,00";"11,627";"5,787";"52,318";"";"";"";"";""
"1.1224393";"1.1224393.7";"75";"607";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"45,3";"35,7";"865,00";"805,00";"20,24";"5,76";"41,49";"Sim";"";"";"";""
"1.1224393";"1.1224393.8";"75";"608";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"43,6";"34,4";"880,00";"750,00";"11,7";"5,74";"89,16";"";"";"";"";""
"1.1224393";"1.1224393.9";"75";"609";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"40,8";"32,3";"725,00";"640,00";"14,02";"6,21";"44,91";"Sim";"";"";"";""
"1.1224055";"1.1224055.0";"74";"582";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,6";"23,5";"261,34";"231,44";"50,184";"50,176";"0,001";"";"";"";"";""
"1.1224055";"1.1224055.1";"74";"583";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,6";"25,00";"285,76";"285,5";"4,611";"4,117";"1,35";"";"";"";"";""
"1.1224055";"1.1224055.2";"74";"584";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"28,00";"21,8";"273,76";"200,6";"4,485";"4,912";"0,651";"";"";"";"";""
"1.1224055";"1.1224055.3";"74";"585";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"28,8";"22,4";"245,2";"145,2";"3,491";"5,305";"";"";"";"";"";""
"1.1224055";"1.1224055.4";"74";"586";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,7";"22,7";"291,5";"219,8";"4,109";"5,37";"";"";"";"";"";""
"1.1224055";"1.1224055.5";"74";"587";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,00";"23,4";"220,00";"220,00";"3,502";"3,173";"";"";"";"";"";""
"1.1224055";"1.1224055.6";"74";"588";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,00";"23,00";"245,00";"205,58";"3,698";"4,534";"";"";"";"";"";""
"1.1224055";"1.1224055.7";"74";"589";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,1";"27,1";"363,84";"325,03";"6,009";"4,454";"0,212";"";"";"";"";""
"1.1224055";"1.1224055.8";"74";"590";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,06";"20,04";"152,34";"136,4";"3,154";"3,044";"";"";"";"";"";""
"1.1224055";"1.1224055.9";"74";"591";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"26,6";"22,1";"201,94";"174,04";"0,112";"0,661";"9,771";"";"";"";"";""
"1.1224055";"1.1224055.10";"74";"592";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"22,00";"18,00";"125,3";"111,55";"2,00";"0,399";"0,65";"";"";"";"";""
"1.1223933";"1.1223933.0";"73";"578";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"C - Maturo";"";"38,1";"28,9";"580,4";"512,8";"5,913";"4,509";"45,83";"";"";"";"";""
"1.1223933";"1.1223933.1";"73";"579";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"40,3";"30,9";"557,00";"537,00";"5,184";"4,215";"8,763";"";"";"";"";""
"1.1223933";"1.1223933.2";"73";"580";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"38,2";"29,4";"576,00";"513,00";"6,197";"3,855";"41,623";"";"";"";"";""
"1.1223933";"1.1223933.3";"73";"581";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"38,9";"29,4";"596,00";"536,00";"9,204";"4,393";"31,705";"";"";"";"";""
"1.1223933";"1.1223933.4";"73";"593";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"41,9";"31,3";"630,31";"594,4";"7,829";"5,814";"8,1";"";"";"";"";""
"1.1223933";"1.1223933.5";"73";"594";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"44,3";"34,1";"657,73";"616,11";"8,389";"5,991";"8,891";"";"";"";"";""
"1.1223933";"1.1223933.6";"73";"595";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"40,5";"30,9";"629,99";"594,44";"6,254";"5,442";"8,392";"";"";"";"";""
"1.1223933";"1.1223933.7";"73";"596";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"42,7";"32,6";"730,09";"687,33";"6,89";"6,766";"11,291";"";"";"";"";""
"1.1223933";"1.1223933.8";"73";"597";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"41,00";"31,3";"734,27";"625,83";"6,255";"5,855";"85,26";"";"";"";"";""
"1.1223933";"1.1223933.9";"73";"598";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"39,8";"30,2";"634,62";"598,77";"5,199";"5,838";"13,699";"";"";"";"";""
"1.1223933";"1.1223933.10";"73";"599";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"42,3";"32,7";"646,56";"588,05";"5,491";"5,292";"35,419";"";"";"";"";""
"1.1223926";"1.1223926.0";"72";"574";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"33,00";"26,8";"342,1";"310,5";"5,304";"5,519";"";"";"";"";"";""
"1.1223926";"1.1223926.1";"72";"575";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,7";"26,9";"380,2";"320,1";"3,256";"6,856";"0,116";"";"";"";"";""
"1.1223926";"1.1223926.2";"72";"576";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,6";"27,2";"371,2";"360,5";"2,28";"5,718";"5,462";"";"";"";"";""
"1.1223926";"1.1223926.3";"72";"577";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,00";"24,9";"300,5";"282,1";"3,887";"7,029";"0,001";"";"";"";"";""
"1.1223921";"1.1223921.0";"71";"572";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"28,00";"21,6";"170,00";"158,00";"1,145";"5,557";"0,281";"";"";"";"";""
"1.1223921";"1.1223921.1";"71";"573";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"24,4";"18,2";"110,00";"97,00";"0,254";"2,271";"0,113";"";"";"";"";""
"1.1223735";"1.1223735.0";"70";"557";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"56,8";"45,00";"1832,00";"1551,00";"29,00";"16,00";"184,00";"Sim";"";"";"";""
"1.1223735";"1.1223735.1";"70";"558";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,6";"31,2";"561,00";"502,00";"6,00";"12,00";"3,00";"";"";"";"";""
"1.1223735";"1.1223735.2";"70";"559";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"34,7";"27,00";"310,00";"289,00";"4,00";"6,00";"1,097";"";"";"";"";""
"1.1223735";"1.1223735.3";"70";"560";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,8";"29,5";"415,00";"364,00";"8,00";"10,00";"0,983";"";"";"";"";""
"1.1223735";"1.1223735.4";"70";"561";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,5";"24,7";"281,00";"256,00";"2,00";"6,00";"";"";"";"";"";""
"1.1223735";"1.1223735.5";"70";"562";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,4";"25,5";"311,00";"277,00";"9,00";"9,00";"";"";"";"";"";""
"1.1223735";"1.1223735.6";"70";"563";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,7";"29,00";"359,00";"324,00";"5,00";"9,00";"0,135";"";"";"";"";""
"1.1223735";"1.1223735.7";"70";"564";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,6";"23,5";"235,00";"216,00";"2,00";"4,00";"";"";"";"";"";""
"1.1223735";"1.1223735.8";"70";"565";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,2";"26,2";"301,00";"272,00";"4,00";"5,00";"0,452";"";"";"";"";""
"1.1223735";"1.1223735.9";"70";"566";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"33,00";"26,00";"319,00";"288,00";"4,00";"5,00";"";"";"";"";"";""
"1.1223735";"1.1223735.10";"70";"567";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"35,6";"28,2";"419,00";"385,00";"6,00";"8,00";"1,00";"";"";"";"";""
"1.1223735";"1.1223735.11";"70";"568";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,3";"28,5";"425,00";"379,00";"6,00";"9,00";"0,551";"";"";"";"";""
"1.1223735";"1.1223735.12";"70";"569";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,5";"29,00";"446,00";"397,00";"9,00";"10,00";"0,55";"";"";"";"";""
"1.1223735";"1.1223735.13";"70";"570";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"35,7";"28,5";"380,00";"330,8";"3,474";"5,702";"0,297";"";"";"";"";""
"1.1223735";"1.1223735.14";"70";"571";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"35,6";"27,7";"330,1";"310,00";"4,262";"7,3";"1,085";"";"";"";"";""
"1.1223713";"1.1223713.0";"68";"541";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"47,00";"37,7";"1060,00";"950,00";"9,485";"3,783";"43,131";"Sim";"";"";"";""
"1.1223713";"1.1223713.1";"68";"542";"1.1110147";"Micropogonias furnieri";"Macho (M)";"A - Imaturo";"";"43,1";"34,1";"860,00";"790,00";"5,639";"3,699";"28,529";"";"";"";"";""
"1.1223713";"1.1223713.2";"68";"543";"1.1110147";"Micropogonias furnieri";"Macho (M)";"A - Imaturo";"";"47,2";"38,00";"980,00";"880,00";"7,939";"6,98";"11,06";"";"";"";"";""
"1.1223713";"1.1223713.3";"68";"544";"1.1110147";"Micropogonias furnieri";"Macho (M)";"A - Imaturo";"";"40,1";"31,9";"650,00";"520,00";"2,128";"3,092";"17,283";"";"";"";"";""
"1.1223713";"1.1223713.4";"68";"545";"1.1110147";"Micropogonias furnieri";"Macho (M)";"A - Imaturo";"";"37,5";"29,7";"580,00";"520,00";"3,471";"3,897";"28,097";"";"";"";"";""
"1.1223713";"1.1223713.5";"68";"546";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"41,4";"32,9";"770,00";"680,00";"6,119";"2,481";"22,273";"";"";"";"";""
"1.1223713";"1.1223713.6";"68";"547";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"39,6";"31,6";"650,00";"600,00";"4,994";"2,532";"29,964";"";"";"";"";""
"1.1223713";"1.1223713.7";"68";"548";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"39,7";"31,7";"620,00";"490,00";"6,101";"2,735";"";"";"";"";"";""
"1.1223713";"1.1223713.8";"68";"549";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"37,9";"30,1";"580,00";"530,00";"5,89";"3,016";"18,851";"";"";"";"";""
"1.1223713";"1.1223713.9";"68";"550";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"36,7";"29,1";"550,00";"490,00";"5,266";"2,204";"6,444";"";"";"";"";""
"1.1223713";"1.1223713.10";"68";"551";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"29,4";"22,4";"240,00";"";"";"";"5,292";"";"";"";"";""
"1.1223713";"1.1223713.11";"68";"552";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,2";"31,2";"680,00";"600,00";"6,317";"3,78";"8,769";"";"";"";"";""
"1.1223713";"1.1223713.12";"68";"553";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"37,1";"29,5";"550,00";"490,00";"4,28";"2,432";"8,084";"";"";"";"";""
"1.1223713";"1.1223713.13";"68";"554";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"48,2";"37,4";"1040,00";"";"11,181";"6,026";"34,966";"";"";"";"";""
"1.1223713";"1.1223713.14";"68";"555";"1.1110147";"Micropogonias furnieri";"";"";"";"36,6";"29,8";"550,00";"525,00";"";"";"";"";"";"";"";""
"1.1223713";"1.1223713.15";"68";"556";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,3";"29,4";"530,00";"480,00";"5,07";"3,164";"11,812";"Sim";"";"";"";""
"1.1223699";"1.1223699.0";"67";"535";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,7";"25,00";"375,00";"275,00";"9,53";"5,739";"";"";"";"";"";""
"1.1223699";"1.1223699.1";"67";"536";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,7";"26,5";"395,00";"345,00";"6,521";"8,394";"0,104";"";"";"";"";""
"1.1223699";"1.1223699.2";"67";"537";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,7";"24,3";"370,00";"265,00";"10,225";"6,972";"0,159";"";"";"";"";""
"1.1223699";"1.1223699.3";"67";"538";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"34,4";"26,8";"415,00";"330,00";"6,908";"6,147";"";"";"";"";"";""
"1.1223699";"1.1223699.4";"67";"539";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"30,5";"23,4";"315,00";"270,00";"9,756";"5,403";"0,083";"";"";"";"";""
"1.1223699";"1.1223699.5";"67";"540";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"29,8";"23,00";"315,00";"260,00";"6,813";"6,107";"0,244";"";"";"";"";""
"1.1223672";"1.1223672.0";"66";"533";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"46,6";"35,8";"765,00";"705,00";"8,941";"7,77";"5,866";"";"";"";"";""
"1.1223672";"1.1223672.1";"66";"534";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"45,8";"34,8";"800,00";"755,00";"9,545";"8,011";"19,423";"";"";"";"";""
"1.1223668";"1.1223668.0";"65";"525";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"45,8";"37,3";"1090,00";"995,00";"7,91";"1,595";"38,664";"";"";"";"";""
"1.1223668";"1.1223668.1";"65";"526";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"52,5";"42,7";"1465,00";"1350,00";"12,148";"";"67,41";"Sim";"Não";"";"";""
"1.1223668";"1.1223668.2";"65";"527";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"43,3";"35,5";"850,00";"740,00";"7,488";"";"25,047";"";"";"";"";""
"1.1223668";"1.1223668.3";"65";"528";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"38,6";"32,1";"715,00";"635,00";"4,083";"3,52";"32,315";"Sim";"";"";"";""
"1.1223668";"1.1223668.4";"65";"529";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"45,5";"36,5";"1030,5";"980,00";"12,187";"4,07";"26,916";"Sim";"";"";"";""
"1.1223668";"1.1223668.5";"65";"530";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"44,7";"35,2";"1001,2";"855,00";"13,756";"3,027";"53,849";"Sim";"";"";"";""
"1.1223668";"1.1223668.6";"65";"531";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"44,6";"36,2";"1015,00";"915,00";"9,461";"5,68";"35,163";"";"";"";"";""
"1.1223668";"1.1223668.7";"65";"532";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"46,8";"36,8";"925,00";"820,00";"6,651";"4,849";"37,654";"";"";"";"";""
"1.1223638";"1.1223638.0";"64";"515";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,6";"23,00";"275,00";"235,00";"8,596";"5,716";"0,087";"";"";"";"";""
"1.1223638";"1.1223638.1";"64";"516";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"32,2";"30,4";"610,00";"550,00";"8,55";"12,672";"6,089";"";"";"";"";""
"1.1223638";"1.1223638.2";"64";"517";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,3";"25,00";"310,00";"275,00";"5,905";"9,152";"0,076";"";"";"";"";""
"1.1223638";"1.1223638.3";"64";"518";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,00";"23,3";"275,00";"255,00";"2,702";"7,887";"";"";"";"";"";""
"1.1223638";"1.1223638.4";"64";"519";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"29,4";"22,7";"275,00";"";"4,392";"8,316";"0,997";"";"";"";"";""
"1.1223638";"1.1223638.5";"64";"520";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,2";"22,3";"250,00";"";"2,024";"7,582";"";"";"";"";"";""
"1.1223638";"1.1223638.6";"64";"521";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,4";"24,7";"295,00";"230,00";"3,402";"7,964";"0,1";"";"";"";"";""
"1.1223638";"1.1223638.7";"64";"522";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,1";"23,00";"295,00";"225,00";"2,535";"7,237";"";"";"";"";"";""
"1.1223638";"1.1223638.8";"64";"523";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,8";"24,2";"295,00";"255,00";"2,066";"6,324";"";"";"";"";"";""
"1.1223638";"1.1223638.9";"64";"524";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"25,00";"19,5";"195,00";"170,00";"0,954";"1,793";"0,487";"";"";"";"";""
"1.1223307";"1.1223307.0";"63";"514";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"65,9";"";"3010,00";"";"";"";"";"";"";"";"";""
"1.1223244";"1.1223244.0";"61";"495";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,6";"20,00";"170,00";"145,00";"2,474";"6,08";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.1";"61";"496";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,1";"19,9";"155,00";"130,00";"2,273";"5,152";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.2";"61";"497";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"24,6";"19,5";"145,00";"115,00";"2,137";"4,332";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.3";"61";"498";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,2";"19,8";"145,00";"110,00";"1,085";"2,96";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.4";"61";"499";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"23,00";"18,3";"145,00";"115,00";"2,422";"6,552";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.5";"61";"500";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"23,4";"19,00";"145,00";"135,00";"2,887";"3,03";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.6";"61";"501";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"22,8";"18,1";"105,00";"100,00";"1,621";"2,494";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.7";"61";"502";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,8";"27,00";"440,00";"385,00";"11,755";"7,149";"16,583";"";"";"";"";""
"1.1223244";"1.1223244.8";"61";"503";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,6";"26,4";"430,00";"370,00";"8,948";"9,13";"3,272";"";"";"";"";""
"1.1223244";"1.1223244.9";"61";"504";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,00";"23,7";"265,00";"230,00";"5,791";"5,437";"0,01";"";"";"";"";""
"1.1223244";"1.1223244.10";"61";"505";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"27,5";"21,4";"185,00";"175,00";"2,658";"3,162";"0,01";"";"";"";"";""
"1.1223155";"1.1223155.0";"59";"486";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"29,5";"23,2";"275,00";"245,00";"5,066";"5,28";"0,03";"";"";"";"";""
